soccode, level1, level2, level3, level4, fullcode, title, description
19-3094,42.81,50.80,58.80,66.79,19-3094.00,Political Scientists,"Study the origin, development, and operation of political systems. May study topics, such as public opinion, political decision-making, and ideology. May analyze the structure and operation of governments, as well as various political entities. May conduct public opinion surveys, analyze election results, or analyze public documents."
19-3099,34.10,40.73,47.35,53.98,19-3099.01,Transportation Planners,"Prepare studies for proposed transportation projects. Gather, compile, and analyze data. Study the use and operation of transportation systems. Develop transportation models or simulations."
19-3099,34.10,40.73,47.35,53.98,19-3099.00,"Social Scientists and Related Workers, All Other",All social scientists and related workers not listed separately.
19-4011,18.86,27.32,35.77,44.23,19-4011.02,Food Science Technicians,Perform standardized qualitative and quantitative tests to determine physical or chemical properties of food or beverage products.
19-4011,18.86,27.32,35.77,44.23,19-4011.01,Agricultural Technicians,Set up or maintain laboratory equipment and collect samples from crops or animals. Prepare specimens or record data to assist scientists in biology or related life science experiments.
19-4011,18.86,27.32,35.77,44.23,19-4011.00,Agricultural and Food Science Technicians,"Work with agricultural and food scientists in food, fiber, and animal research, production, and processing; and assist with animal breeding and nutrition. Conduct tests and experiments to improve yield and quality of crops or to increase the resistance of plants and animals to disease or insects. Includes technicians who assist food scientists or technologists in the research and development of production technology, quality control, packaging, processing, and use of foods."
19-4021,19.42,23.24,27.06,30.88,19-4021.00,Biological Technicians,"Assist biological and medical scientists in laboratories. Set up, operate, and maintain laboratory instruments and equipment, monitor experiments, make observations, and calculate and record results. May analyze organic substances, such as blood, food, and drugs."
19-4031,21.62,28.87,36.13,43.38,19-4031.00,Chemical Technicians,"Conduct chemical and physical laboratory tests to assist scientists in making qualitative and quantitative analyses of solids, liquids, and gaseous materials for research and development of new products or processes, quality control, maintenance of environmental standards, and other work involving experimental, theoretical, or practical application of chemistry and related sciences."
19-4041,17.53,36.10,54.67,73.24,19-4041.02,Geological Sample Test Technicians,"Test or analyze geological samples, crude oil, or minerals to detect presence of petroleum, gas, or mineral deposits indicating potential for exploration or production or to determine physical or chemical properties to ensure that products meet quality standards."
19-4041,17.53,36.10,54.67,73.24,19-4041.01,Geophysical Data Technicians,"Measure, record, or evaluate geological data, using sonic, electronic, electrical, seismic, or gravity-measuring instruments to prospect for oil or gas. May collect or evaluate core samples or cuttings."
19-4041,17.53,36.10,54.67,73.24,19-4041.00,Geological and Petroleum Technicians,"Assist scientists or engineers in the use of electronic, sonic, or nuclear measuring instruments in both laboratory and production activities to obtain data indicating potential resources such as metallic ore, minerals, gas, coal, or petroleum. Analyze mud and drill cuttings. Chart pressure, temperature, and other characteristics of wells or bore holes. Investigate and collect information leading to the possible discovery of new metallic ore, minerals, gas, coal, or petroleum deposits."
19-4051,43.69,45.59,47.50,49.40,19-4051.02,Nuclear Monitoring Technicians,"Collect and test samples to monitor results of nuclear experiments and contamination of humans, facilities, and environment."
19-4051,43.69,45.59,47.50,49.40,19-4051.01,Nuclear Equipment Operation Technicians,"Operate equipment used for the release, control, or utilization of nuclear energy to assist scientists in laboratory or production activities."
19-4051,43.69,45.59,47.50,49.40,19-4051.00,Nuclear Technicians,"Assist nuclear physicists, nuclear engineers, or other scientists in laboratory or production activities. May operate, maintain, or provide quality control for nuclear testing and research equipment. May monitor radiation."
19-4061,16.88,22.10,27.31,32.53,19-4061.01,City and Regional Planning Aides,"Compile data from various sources, such as maps, reports, and field and file investigations, for use by city planner in making planning studies."
19-4061,16.88,22.10,27.31,32.53,19-4061.00,Social Science Research Assistants,"Assist social scientists in laboratory, survey, and other social science research. May help prepare findings for publication and assist in laboratory analysis, quality control, or data management."
19-4091,21.60,22.53,23.46,24.39,19-4091.00,"Environmental Science and Protection Technicians, Including Health","Perform laboratory and field tests to monitor the environment and investigate sources of pollution, including those that affect health, under the direction of an environmental scientist, engineer, or other specialist. May collect samples of gases, soil, water, and other materials for testing."
19-4092,20.83,25.06,29.30,33.53,19-4092.00,Forensic Science Technicians,"Collect, identify, classify, and analyze physical evidence related to criminal investigations. Perform tests on weapons or substances, such as fiber, hair, and tissue to determine significance to investigation. May testify as expert witnesses on evidence or crime laboratory techniques. May serve as specialists in area of expertise, such as ballistics, fingerprinting, handwriting, or biochemistry."
19-4093,19.90,22.47,25.04,27.61,19-4093.00,Forest and Conservation Technicians,"Provide technical assistance regarding the conservation of soil, water, forests, or related natural resources. May compile data pertaining to size, content, condition, and other characteristics of forest tracts, under the direction of foresters; or train and lead forest workers in forest propagation, fire prevention and suppression. May assist conservation scientists in managing, improving, and protecting rangelands and wildlife habitats."
19-4099,21.87,24.93,27.99,31.05,19-4099.03,Remote Sensing Technicians,"Apply remote sensing technologies to assist scientists in areas such as natural resources, urban planning, or homeland security. May prepare flight plans or sensor configurations for flight trips."
19-4099,21.87,24.93,27.99,31.05,19-4099.02,Precision Agriculture Technicians,"Apply geospatial technologies, including geographic information systems (GIS) and Global Positioning System (GPS), to agricultural production or management activities, such as pest scouting, site-specific pesticide application, yield mapping, or variable-rate irrigation. May use computers to develop or analyze maps or remote sensing images to compare physical topography with data on soils, fertilizer, pests, or weather."
19-4099,21.87,24.93,27.99,31.05,19-4099.01,Quality Control Analysts,"Conduct tests to determine quality of raw materials, bulk intermediate and finished products. May conduct stability sample tests."
19-4099,21.87,24.93,27.99,31.05,19-4099.00,"Life, Physical, and Social Science Technicians, All Other","All life, physical, and social science technicians not listed separately."
21-1011,21.83,26.26,30.70,35.13,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,"Counsel and advise individuals with alcohol, tobacco, drug, or other problems, such as gambling and eating disorders. May counsel individuals, families, or groups or engage in prevention programs."
21-1012,28.00,33.14,38.27,43.41,21-1012.00,"Educational, Guidance, School, and Vocational Counselors",Counsel individuals and provide group educational and vocational guidance services.
21-1013,21.83,26.99,32.16,37.32,21-1013.00,Marriage and Family Therapists,"Diagnose and treat mental and emotional disorders, whether cognitive, affective, or behavioral, within the context of marriage and family systems. Apply psychotherapeutic and family systems theories and techniques in the delivery of services to individuals, couples, and families for the purpose of treating such diagnosed nervous and mental disorders."
21-1014,21.83,26.26,30.70,35.13,21-1014.00,Mental Health Counselors,"Counsel with emphasis on prevention. Work with individuals and groups to promote optimum mental and emotional health. May help individuals deal with issues associated with addictions and substance abuse; family, parenting, and marital problems; stress management; self-esteem; and aging."
21-1015,25.20,28.11,31.03,33.94,21-1015.00,Rehabilitation Counselors,"Counsel individuals to maximize the independence and employability of persons coping with personal, social, and vocational difficulties that result from birth defects, illness, disease, accidents, or the stress of daily life. Coordinate activities for residents of care and treatment facilities. Assess client needs and design and implement rehabilitation programs that may include personal and vocational counseling, training, and job placement."
21-1019,22.01,26.17,30.32,34.48,21-1019.00,"Counselors, All Other",All counselors not listed separately.
21-1021,17.23,23.07,28.90,34.74,21-1021.00,"Child, Family, and School Social Workers","Provide social services and assistance to improve the social and psychological functioning of children and their families and to maximize the family well-being and the academic functioning of children. May assist parents, arrange adoptions, and find foster homes for abandoned or abused children. In schools, they address such problems as teenage pregnancy, misbehavior, and truancy. May also advise teachers."
21-1022,27.75,30.10,32.46,34.81,21-1022.00,Healthcare Social Workers,"Provide individuals, families, and groups with the psychosocial support needed to cope with chronic, acute, or terminal illnesses. Services include advising family care givers, providing patient education and counseling, and making referrals for other services. May also provide care and case management or interventions designed to promote health, prevent disease, and address barriers to access to healthcare."
21-1023,22.03,25.34,28.65,31.96,21-1023.00,Mental Health and Substance Abuse Social Workers,"Assess and treat individuals with mental, emotional, or substance abuse problems, including abuse of alcohol, tobacco, and/or other drugs. Activities may include individual and group therapy, crisis intervention, case management, client advocacy, prevention, and education."
21-1029,30.08,34.43,38.77,43.12,21-1029.00,"Social Workers, All Other",All social workers not listed separately.
21-1091,31.93,34.75,37.58,40.40,21-1091.00,Health Educators,"Provide and manage health education programs that help individuals, families, and their communities maximize and maintain healthy lifestyles. Collect and analyze data to identify community needs prior to planning, implementing, monitoring, and evaluating programs designed to encourage healthy lifestyles, policies, and environments. May serve as a resource to assist individuals, other healthcare workers, or the community, and may administer fiscal resources for health education programs."
21-1092,19.46,23.12,26.78,30.44,21-1092.00,Probation Officers and Correctional Treatment Specialists,"Provide social services to assist in rehabilitation of law offenders in custody or on probation or parole. Make recommendations for actions involving formulation of rehabilitation plan and treatment of offender, including conditional release and education and employment stipulations."
21-1093,16.77,21.55,26.34,31.12,21-1093.00,Social and Human Service Assistants,"Assist in providing client services in a wide variety of fields, such as psychology, rehabilitation, or social work, including support for families. May assist clients in identifying and obtaining available benefits and social and community services. May assist social workers with developing, organizing, and conducting programs to prevent and resolve problems relevant to substance abuse, human relationships, rehabilitation, or dependent care."
21-1094,16.97,18.63,20.29,21.95,21-1094.00,Community Health Workers,"Assist individuals and communities to adopt healthy behaviors. Conduct outreach for medical personnel or health organizations to implement programs in the community that promote, maintain, and improve individual and community health. May provide information on available resources, provide social support and informal counseling, advocate for individuals and community health needs, and provide services such as first aid and blood pressure screening. May collect data to help identify community health needs."
21-1099,10.64,15.07,19.50,23.93,21-1099.00,"Community and Social Service Specialists, All Other",All community and social service specialists not listed separately.
21-2011,27.52,39.38,51.25,63.11,21-2011.00,Clergy,Conduct religious worship and perform other spiritual functions associated with beliefs and practices of religious faith or denomination. Provide spiritual and moral guidance and assistance to members.
21-2021,26.04,38.00,49.95,61.91,21-2021.00,"Directors, Religious Activities and Education","Plan, direct, or coordinate programs designed to promote the religious education or activities of a denominational group. May provide counseling and guidance relative to marital, health, financial, and religious problems."
21-2099,13.88,19.13,24.38,29.63,21-2099.00,"Religious Workers, All Other",All religious workers not listed separately.
23-1011,NOPE,NOPE,NOPE,NOPE,23-1011.00,Lawyers,"Represent clients in criminal and civil litigation and other legal proceedings, draw up legal documents, or manage or advise clients on legal transactions. May specialize in a single area or may practice broadly in many areas of law."
23-1012,21.97,26.35,30.74,35.12,23-1012.00,Judicial Law Clerks,Assist judges in court or by conducting research or preparing legal documents.
23-1021,16.97,22.85,28.73,34.61,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers","Conduct hearings to recommend or make decisions on claims concerning government programs or other government-related matters. Determine liability, sanctions, or penalties, or recommend the acceptance or rejection of claims or settlements."
23-1022,26.04,38.11,50.19,62.26,23-1022.00,"Arbitrators, Mediators, and Conciliators",Facilitate negotiation and conflict resolution through dialogue. Resolve conflicts outside of the court system by mutual consent of parties involved.
23-1023,63.93,79.20,94.48,109.75,23-1023.00,"Judges, Magistrate Judges, and Magistrates","Arbitrate, advise, adjudicate, or administer justice in a court of law. May sentence defendant in criminal cases according to government statutes or sentencing guidelines. May determine liability of defendant in civil cases. May perform wedding ceremonies."
23-2011,20.53,32.98,45.44,57.89,23-2011.00,Paralegals and Legal Assistants,"Assist lawyers by investigating facts, preparing legal documents, or researching legal precedent. Conduct research to support a legal proceeding, to formulate a defense, or to initiate legal action."
23-2091,25.18,33.21,41.25,49.28,23-2091.00,Court Reporters,"Use verbatim methods and equipment to capture, store, retrieve, and transcribe pretrial and trial proceedings or other information. Includes stenocaptioners who operate computerized stenographic captioning equipment to provide captions of live or prerecorded broadcasts for hearing-impaired viewers."
23-2093,25.53,35.41,45.30,55.18,23-2093.00,"Title Examiners, Abstractors, and Searchers","Search real estate records, examine titles, or summarize pertinent legal or insurance documents or details for a variety of purposes. May compile lists of mortgages, contracts, and other instruments pertaining to titles by searching public and private records for law firms, real estate agencies, or title insurance companies."
23-2099,21.40,29.03,36.66,44.29,23-2099.00,"Legal Support Workers, All Other",All legal support workers not listed separately.
25-1011,58450.00,79507.00,100563.00,121620.00,25-1011.00,"Business Teachers, Postsecondary","Teach courses in business administration and management, such as accounting, finance, human resources, labor and industrial relations, marketing, and operations research. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
25-1021,58500.00,65360.00,72220.00,79080.00,25-1021.00,"Computer Science Teachers, Postsecondary","Teach courses in computer science. May specialize in a field of computer science, such as the design and function of computers or operations and research analysis. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
25-1022,45890.00,59840.00,73790.00,87740.00,25-1022.00,"Mathematical Science Teachers, Postsecondary","Teach courses pertaining to mathematical concepts, statistics, and actuarial science and to the application of original and standardized mathematical techniques in solving specific problems and situations. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
25-1031,73600.00,117247.00,160893.00,204540.00,25-1031.00,"Architecture Teachers, Postsecondary","Teach courses in architecture and architectural design, such as architectural environmental design, interior architecture/design, and landscape architecture. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
25-1032,93460.00,101563.00,109667.00,117770.00,25-1032.00,"Engineering Teachers, Postsecondary","Teach courses pertaining to the application of physical laws and principles of engineering for the development of machines, materials, instruments, processes, and services. Includes teachers of subjects such as chemical, civil, electrical, industrial, mechanical, mineral, and petroleum engineering. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
25-1041,56210.00,72190.00,88170.00,104150.00,25-1041.00,"Agricultural Sciences Teachers, Postsecondary","Teach courses in the agricultural sciences. Includes teachers of agronomy, dairy sciences, fisheries management, horticultural sciences, poultry sciences, range management, and agricultural soil conservation. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
25-1042,53330.00,66897.00,80463.00,94030.00,25-1042.00,"Biological Science Teachers, Postsecondary",Teach courses in biological sciences. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
25-1043,73760.00,102877.00,131993.00,161110.00,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Teach courses in forestry and conservation science. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
25-1051,52660.00,59687.00,66713.00,73740.00,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","Teach courses in the physical sciences, except chemistry and physics. Includes both teachers primarily engaged in teaching, and those who do a combination of teaching and research."
25-1052,58450.00,68887.00,79323.00,89760.00,25-1052.00,"Chemistry Teachers, Postsecondary","Teach courses pertaining to the chemical and physical properties and compositional changes of substances. Work may include instruction in the methods of qualitative and quantitative chemical analysis. Includes both teachers primarily engaged in teaching, and those who do a combination of teaching and research."
25-1053,80490.00,117017.00,153543.00,190070.00,25-1053.00,"Environmental Science Teachers, Postsecondary",Teach courses in environmental science. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
25-1054,58780.00,64183.00,69587.00,74990.00,25-1054.00,"Physics Teachers, Postsecondary",Teach courses pertaining to the laws of matter and energy. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
25-1061,74610.00,104120.00,133630.00,163140.00,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",Teach courses in anthropology or archeology. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
25-1062,56930.00,85103.00,113277.00,141450.00,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary","Teach courses pertaining to the culture and development of an area, an ethnic group, or any other group, such as Latin American studies, womens studies, or urban affairs. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
25-1063,NOPE,NOPE,NOPE,NOPE,25-1063.00,"Economics Teachers, Postsecondary",Teach courses in economics. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
25-1064,85220.00,112323.00,139427.00,166530.00,25-1064.00,"Geography Teachers, Postsecondary",Teach courses in geography. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
25-1065,46310.00,55630.00,64950.00,74270.00,25-1065.00,"Political Science Teachers, Postsecondary","Teach courses in political science, international affairs, and international relations. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
25-1066,45920.00,61220.00,76520.00,91820.00,25-1066.00,"Psychology Teachers, Postsecondary","Teach courses in psychology, such as child, clinical, and developmental psychology, and psychological counseling. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
25-1067,47310.00,56693.00,66077.00,75460.00,25-1067.00,"Sociology Teachers, Postsecondary",Teach courses in sociology. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
25-1069,52070.00,64123.00,76177.00,88230.00,25-1069.00,"Social Sciences Teachers, Postsecondary, All Other",All postsecondary social sciences teachers not listed separately.
25-1071,NOPE,NOPE,NOPE,NOPE,25-1071.00,"Health Specialties Teachers, Postsecondary","Teach courses in health specialties, in fields such as dentistry, laboratory technology, medicine, pharmacy, public health, therapy, and veterinary medicine."
25-1072,57330.00,76420.00,95510.00,114600.00,25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Demonstrate and teach patient care in classroom and clinical units to nursing students. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
25-1081,56020.00,92390.00,128760.00,165130.00,25-1081.00,"Education Teachers, Postsecondary","Teach courses pertaining to education, such as counseling, curriculum, guidance, instruction, teacher education, and teaching English as a second language. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
25-1082,69680.00,87537.00,105393.00,123250.00,25-1082.00,"Library Science Teachers, Postsecondary",Teach courses in library science. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
25-1111,48930.00,62043.00,75157.00,88270.00,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary","Teach courses in criminal justice, corrections, and law enforcement administration. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
25-1112,NOPE,NOPE,NOPE,NOPE,25-1112.00,"Law Teachers, Postsecondary",Teach courses in law. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
25-1113,63420.00,96453.00,129487.00,162520.00,25-1113.00,"Social Work Teachers, Postsecondary",Teach courses in social work. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
25-1121,50790.00,66217.00,81643.00,97070.00,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary","Teach courses in drama, music, and the arts including fine and applied art, such as painting and sculpture, or design and crafts. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
25-1122,45690.00,58283.00,70877.00,83470.00,25-1122.00,"Communications Teachers, Postsecondary","Teach courses in communications, such as organizational communications, public relations, radio/television broadcasting, and journalism. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
25-1123,45730.00,60167.00,74603.00,89040.00,25-1123.00,"English Language and Literature Teachers, Postsecondary","Teach courses in English language and literature, including linguistics and comparative literature. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
25-1124,36630.00,49477.00,62323.00,75170.00,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Teach languages and literature courses in languages other than English. Includes teachers of American Sign Language (ASL). Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
25-1125,52010.00,62223.00,72437.00,82650.00,25-1125.00,"History Teachers, Postsecondary",Teach courses in human history and historiography. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
25-1126,58460.00,122510.00,186560.00,250610.00,25-1126.00,"Philosophy and Religion Teachers, Postsecondary","Teach courses in philosophy, religion, and theology. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
25-1191,46890.00,54750.00,62610.00,70470.00,25-1191.00,Graduate Teaching Assistants,"Assist faculty or other instructional staff in postsecondary institutions by performing teaching or teaching-related duties, such as teaching lower level courses, developing teaching materials, preparing and giving examinations, and grading examinations or papers. Graduate teaching assistants must be enrolled in a graduate school program. Graduate assistants who primarily perform non-teaching duties, such as research, should be reported in the occupational category related to the work performed."
25-1192,57730.00,82620.00,107510.00,132400.00,25-1192.00,"Home Economics Teachers, Postsecondary","Teach courses in childcare, family relations, finance, nutrition, and related subjects pertaining to home management. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
25-1193,48860.00,61020.00,73180.00,85340.00,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary","Teach courses pertaining to recreation, leisure, and fitness studies, including exercise physiology and facilities management. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
25-1194,22.03,27.47,32.92,38.36,25-1194.00,"Vocational Education Teachers, Postsecondary","Teach or instruct vocational or occupational subjects at the postsecondary level (but at less than the baccalaureate) to students who have graduated or left high school. Includes correspondence school, industrial, and commercial instructors; and adult education teachers and instructors who prepare persons to operate industrial machinery and equipment and transportation and communications equipment. Teaching may take place in public or private schools whose primary business is education or in a school associated with an organization whose primary business is other than education."
25-1199,58540.00,72673.00,86807.00,100940.00,25-1199.00,"Postsecondary Teachers, All Other",All postsecondary teachers not listed separately.
25-2011,11.15,18.33,25.51,32.69,25-2011.00,"Preschool Teachers, Except Special Education","Instruct preschool-aged children in activities designed to promote social, physical, and intellectual growth needed for primary school in preschool, day care center, or other child development facility. May be required to hold State certification."
25-2012,45770.00,57237.00,68703.00,80170.00,25-2012.00,"Kindergarten Teachers, Except Special Education","Teach elemental natural and social science, personal hygiene, music, art, and literature to kindergarten students. Promote physical, mental, and social development. May be required to hold State certification."
25-2021,46240.00,57737.00,69233.00,80730.00,25-2021.00,"Elementary School Teachers, Except Special Education","Teach students basic academic, social, and other formative skills in public or private schools at the elementary level."
25-2022,48740.00,58973.00,69207.00,79440.00,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education","Teach students in one or more subjects in public or private schools at the middle, intermediate, or junior high level, which falls between elementary and senior high school as defined by applicable laws and regulations."
25-2023,54290.00,60087.00,65883.00,71680.00,25-2023.00,"Career/Technical Education Teachers, Middle School","Teach occupational, career and technical, or vocational subjects in public or private schools at the middle, intermediate, or junior high level, which falls between elementary and senior high school as defined by applicable laws and regulations."
25-2031,57950.00,66377.00,74803.00,83230.00,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education","Teach students in one or more subjects, such as English, mathematics, or social studies at the secondary level in public or private schools. May be designated according to subject matter specialty."
25-2032,49310.00,58633.00,67957.00,77280.00,25-2032.00,"Career/Technical Education Teachers, Secondary School","Teach occupational, career and technical, or vocational subjects at the secondary school level in public or private schools."
25-2051,45370.00,56207.00,67043.00,77880.00,25-2051.00,"Special Education Teachers, Preschool",Teach preschool school subjects to educationally and physically handicapped students. Includes teachers who specialize and work with audibly and visually handicapped students and those who teach basic academic and life processes skills to the mentally impaired.
25-2052,55920.00,64007.00,72093.00,80180.00,25-2052.00,"Special Education Teachers, Kindergarten and Elementary School",Teach elementary school subjects to educationally and physically handicapped students. Includes teachers who specialize and work with audibly and visually handicapped students and those who teach basic academic and life processes skills to the mentally impaired.
25-2053,52780.00,61250.00,69720.00,78190.00,25-2053.00,"Special Education Teachers, Middle School",Teach middle school subjects to educationally and physically handicapped students. Includes teachers who specialize and work with audibly and visually handicapped students and those who teach basic academic and life processes skills to the mentally impaired.
25-2054,57480.00,64560.00,71640.00,78720.00,25-2054.00,"Special Education Teachers, Secondary School",Teach secondary school subjects to educationally and physically handicapped students. Includes teachers who specialize and work with audibly and visually handicapped students and those who teach basic academic and life processes skills to the mentally impaired.
25-2059,57510.00,62790.00,68070.00,73350.00,25-2059.01,Adapted Physical Education Specialists,"Provide individualized physical education instruction or services to children, youth, or adults with exceptional physical needs due to gross motor developmental delays or other impairments."
25-2059,57510.00,62790.00,68070.00,73350.00,25-2059.00,"Special Education Teachers, All Other",All special education teachers not listed separately.
25-3011,28.23,30.69,33.14,35.60,25-3011.00,Adult Basic and Secondary Education and Literacy Teachers and Instructors,"Teach or instruct out-of-school youths and adults in remedial education classes, preparatory classes for the General Educational Development test, literacy, or English as a Second Language. Teaching may or may not take place in a traditional educational institution."
25-3021,21.55,24.64,27.72,30.81,25-3021.00,Self-Enrichment Education Teachers,"Teach or instruct courses other than those that normally lead to an occupational objective or degree. Courses may include self-improvement, nonvocational, and nonacademic subjects. Teaching may or may not take place in a traditional educational institution."
25-3099,23150.00,30057.00,36963.00,43870.00,25-3099.02,Tutors,"Provide non-classroom, academic instruction to students on an individual or small-group basis for proactive or remedial purposes."
25-3099,23150.00,30057.00,36963.00,43870.00,25-3099.00,"Teachers and Instructors, All Other",All teachers and instructors not listed separately.
25-4011,27.08,33.65,40.23,46.80,25-4011.00,Archivists,"Appraise, edit, and direct safekeeping of permanent records and historically valuable documents. Participate in research activities based on archival materials."
25-4012,22.68,28.94,35.21,41.47,25-4012.00,Curators,"Administer collections, such as artwork, collectibles, historic items, or scientific specimens of museums or other institutions. May conduct instructional, research, or public service activities of institution."
25-4013,17.53,25.71,33.88,42.06,25-4013.00,Museum Technicians and Conservators,"Restore, maintain, or prepare objects in museum collections for storage, research, or exhibit. May work with specimens such as fossils, skeletal parts, or botanicals; or artifacts, textiles, or art. May identify and record objects or install and arrange them in exhibits. Includes book or document conservators."
25-4021,27.90,32.37,36.85,41.32,25-4021.00,Librarians,"Administer libraries and perform related library services. Work in a variety of settings, including public libraries, educational institutions, museums, corporations, government agencies, law firms, non-profit organizations, and healthcare providers. Tasks may include selecting, acquiring, cataloguing, classifying, circulating, and maintaining library materials; and furnishing reference, bibliographical, and readers advisory services. May perform in-depth, strategic research, and synthesize, analyze, edit, and filter information. May set up or work with databases and information systems to catalogue and access information."
25-4031,13.41,16.26,19.12,21.97,25-4031.00,Library Technicians,"Assist librarians by helping readers in the use of library catalogs, databases, and indexes to locate books and other materials; and by answering questions that require only brief consultation of standard reference. Compile records; sort and shelve books or other media; remove or repair damaged books or other media; register patrons; and check materials in and out of the circulation process. Replace materials in shelving area (stacks) or files. Includes bookmobile drivers who assist with providing services in mobile libraries."
25-9011,27.90,32.37,36.85,41.32,25-9011.00,Audio-Visual and Multimedia Collections Specialists,"Prepare, plan, and operate multimedia teaching aids for use in education. May record, catalogue, and file materials."
25-9021,13.54,15.98,18.41,20.85,25-9021.00,Farm and Home Management Advisors,"Advise, instruct, and assist individuals and families engaged in agriculture, agricultural-related processes, or home economics activities. Demonstrate procedures and apply research findings to solve problems; and instruct and train in product development, sales, and the use of machinery and equipment to promote general welfare. Includes county agricultural agents, feed and farm management advisors, home economists, and extension service advisors."
25-9031,35.76,40.24,44.72,49.20,25-9031.01,Instructional Designers and Technologists,"Develop instructional materials and products and assist in the technology-based redesign of courses. Assist faculty in learning about, becoming proficient in, and applying instructional technology."
25-9031,35.76,40.24,44.72,49.20,25-9031.00,Instructional Coordinators,"Develop instructional material, coordinate educational content, and incorporate current technology in specialized fields that provide guidelines to educators and instructors for developing curricula and conducting courses. Includes educational consultants and specialists, and instructional material directors."
25-9041,22770.00,26097.00,29423.00,32750.00,25-9041.00,Teacher Assistants,Perform duties that are instructional in nature or deliver direct services to students or parents. Serve in a position for which a teacher has ultimate responsibility for the design and implementation of educational programs and services.
25-9099,13.36,16.02,18.69,21.35,25-9099.00,"Education, Training, and Library Workers, All Other","All education, training, and library workers not listed separately."
27-1011,42.37,66.71,91.05,115.39,27-1011.00,Art Directors,"Formulate design concepts and presentation approaches for visual communications media, such as print, broadcasting, and advertising. Direct workers engaged in art work or layout design."
27-1012,17.24,22.82,28.41,33.99,27-1012.00,Craft Artists,"Create or reproduce hand-made objects for sale and exhibition using a variety of techniques, such as welding, weaving, pottery, and needlecraft."
27-1013,21.40,27.32,33.24,39.16,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Create original artwork using any of a wide variety of media and techniques.
27-1014,31.95,46.98,62.00,77.03,27-1014.00,Multimedia Artists and Animators,"Create special effects, animation, or other visual images using film, video, computers, or other electronic tools and media for use in products or creations, such as computer games, movies, music videos, and commercials."
27-1019,23.68,33.19,42.69,52.20,27-1019.00,"Artists and Related Workers, All Other",All artists and related workers not listed separately.
27-1021,35.51,39.96,44.40,48.85,27-1021.00,Commercial and Industrial Designers,"Develop and design manufactured products, such as cars, home appliances, and childrens toys. Combine artistic talent with research on product use, marketing, and materials to create the most functional and appealing product design."
27-1022,27.26,55.77,84.27,112.78,27-1022.00,Fashion Designers,Design clothing and accessories. Create original designs or adapt fashion trends.
27-1023,13.28,15.87,18.45,21.04,27-1023.00,Floral Designers,"Design, cut, and arrange live, dried, or artificial flowers and foliage."
