soccode, level1, level2, level3, level4, fullcode, title, description
15-2021,39.25,48.75,58.25,67.75,15-2021.00,Mathematicians,"Conduct research in fundamental mathematics or in application of mathematical techniques to science, management, and other fields. Solve problems in various fields using mathematical methods."
15-2031,31.81,43.94,56.08,68.21,15-2031.00,Operations Research Analysts,"Formulate and apply mathematical modeling and other optimizing methods to develop and interpret information that assists management with decision making, policy formulation, or other managerial functions. May collect and analyze data and develop decision support software, service, or products. May develop and supply optimal time, cost, or logistics networks for program evaluation, review, or implementation."
15-2041,28.33,39.82,51.31,62.80,15-2041.02,Clinical Data Managers,"Apply knowledge of health care and database management to analyze clinical data, and to identify and report trends."
15-2041,28.33,39.82,51.31,62.80,15-2041.01,Biostatisticians,Develop and apply biostatistical theory and methods to the study of life sciences.
15-2041,28.33,39.82,51.31,62.80,15-2041.00,Statisticians,"Develop or apply mathematical or statistical theory and methods to collect, organize, interpret, and summarize numerical data to provide usable information. May specialize in fields such as bio-statistics, agricultural statistics, business statistics, or economic statistics. Includes mathematical and survey statisticians."
15-2091,31.02,48.86,66.71,84.55,15-2091.00,Mathematical Technicians,"Apply standardized mathematical formulas, principles, and methodology to technological problems in engineering and physical sciences in relation to specific industrial and research objectives, processes, equipment, and products."
15-2099,31.02,48.86,66.71,84.55,15-2099.00,"Mathematical Science Occupations, All Other",All mathematical scientists not listed separately.
17-1011,43.12,46.49,49.85,53.22,17-1011.00,"Architects, Except Landscape and Naval","Plan and design structures, such as private residences, office buildings, theaters, factories, and other structural property."
17-1012,28.24,36.98,45.71,54.45,17-1012.00,Landscape Architects,"Plan and design land areas for projects such as parks and other recreational facilities, airports, highways, hospitals, schools, land subdivisions, and commercial, industrial, and residential sites."
17-1021,29.93,39.03,48.14,57.24,17-1021.00,Cartographers and Photogrammetrists,"Collect, analyze, and interpret geographic information provided by geodetic surveys, aerial photographs, and satellite data. Research, study, and prepare maps and other spatial data in digital or graphic form for legal, social, political, educational, and design purposes. May work with Geographic Information Systems (GIS). May design and evaluate algorithms, data structures, and user interfaces for GIS and mapping systems."
17-1022,22.63,29.23,35.83,42.43,17-1022.01,Geodetic Surveyors,"Measure large areas of the Earths surface using satellite observations, global navigation satellite systems (GNSS), light detection and ranging (LIDAR), or related sources."
17-1022,22.63,29.23,35.83,42.43,17-1022.00,Surveyors,"Make exact measurements and determine property boundaries. Provide data relevant to the shape, contour, gravitation, location, elevation, or dimension of land or land features on or near the earths surface for engineering, mapmaking, mining, land evaluation, construction, and other purposes."
17-2011,44.64,56.15,67.65,79.16,17-2011.00,Aerospace Engineers,"Perform engineering duties in designing, constructing, and testing aircraft, missiles, and spacecraft. May conduct basic and applied research to evaluate adaptability of materials and equipment to aircraft design and manufacture. May recommend improvements in testing equipment and techniques."
17-2021,30.25,34.39,38.54,42.68,17-2021.00,Agricultural Engineers,"Apply knowledge of engineering technology and biological science to agricultural problems concerned with power and machinery, electrification, structures, soil and water conservation, and processing of agricultural products."
17-2031,39.34,48.80,58.27,67.73,17-2031.00,Biomedical Engineers,"Apply knowledge of engineering, biology, and biomechanical principles to the design, development, and evaluation of biological and health systems and products, such as artificial organs, prostheses, instrumentation, medical information systems, and health management and care delivery systems."
17-2041,37.09,51.95,66.81,81.67,17-2041.00,Chemical Engineers,"Design chemical plant equipment and devise processes for manufacturing chemicals and products, such as gasoline, synthetic rubber, plastics, detergents, cement, paper, and pulp, by applying principles and technology of chemistry, physics, and engineering."
17-2051,40.57,54.01,67.44,80.88,17-2051.01,Transportation Engineers,"Develop plans for surface transportation projects, according to established engineering standards and state or federal construction policy. Prepare designs, specifications, or estimates for transportation facilities. Plan modifications of existing streets, highways, or freeways to improve traffic flow."
17-2051,40.57,54.01,67.44,80.88,17-2051.00,Civil Engineers,"Perform engineering duties in planning, designing, and overseeing construction and maintenance of building structures, and facilities, such as roads, railroads, airports, bridges, harbors, channels, dams, irrigation projects, pipelines, power plants, and water and sewage systems."
17-2061,44.07,54.29,64.52,74.74,17-2061.00,Computer Hardware Engineers,"Research, design, develop, or test computer or computer-related equipment for commercial, industrial, military, or scientific use. May supervise the manufacturing and installation of computer or computer-related equipment and components."
17-2071,54.59,60.88,67.18,73.47,17-2071.00,Electrical Engineers,"Research, design, develop, test, or supervise the manufacturing and installation of electrical equipment, components, or systems for commercial, industrial, military, or scientific use."
17-2072,44.42,56.85,69.29,81.72,17-2072.01,Radio Frequency Identification Device Specialists,Design and implement radio frequency identification device (RFID) systems used to track shipments or goods.
17-2072,44.42,56.85,69.29,81.72,17-2072.00,"Electronics Engineers, Except Computer","Research, design, develop, or test electronic components and systems for commercial, industrial, military, or scientific use employing knowledge of electronic theory and materials properties. Design electronic circuits and components for use in fields such as telecommunications, aerospace guidance and propulsion control, acoustics, or instruments and controls."
17-2081,32.55,50.34,68.13,85.92,17-2081.01,Water/Wastewater Engineers,"Design or oversee projects involving provision of potable water, disposal of wastewater and sewage, or prevention of flood-related damage. Prepare environmental documentation for water resources, regulatory program compliance, data management and analysis, and field work. Perform hydraulic modeling and pipeline design."
17-2081,32.55,50.34,68.13,85.92,17-2081.00,Environmental Engineers,"Research, design, plan, or perform engineering duties in the prevention, control, and remediation of environmental hazards using various engineering disciplines. Work may include waste treatment, site remediation, or pollution control technology."
17-2111,42.59,44.98,47.38,49.77,17-2111.03,Product Safety Engineers,Develop and conduct tests to evaluate product safety levels and recommend measures to reduce or eliminate hazards.
17-2111,42.59,44.98,47.38,49.77,17-2111.02,Fire-Prevention and Protection Engineers,"Research causes of fires, determine fire protection methods, and design or recommend materials or equipment such as structural components or fire-detection equipment to assist organizations in safeguarding life and property against fire, explosion, and related hazards."
17-2111,42.59,44.98,47.38,49.77,17-2111.01,Industrial Safety and Health Engineers,"Plan, implement, and coordinate safety programs, requiring application of engineering principles and technology, to prevent or correct unsafe environmental working conditions."
17-2111,42.59,44.98,47.38,49.77,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors","Promote worksite or product safety by applying knowledge of industrial processes, mechanics, chemistry, psychology, and industrial health and safety laws. Includes industrial product safety engineers."
17-2112,35.07,46.96,58.86,70.75,17-2112.01,Human Factors Engineers and Ergonomists,"Design objects, facilities, and environments to optimize human well-being and overall system performance, applying theory, principles, and data regarding the relationship between humans and respective technology. Investigate and analyze characteristics of human behavior and performance as it relates to the use of technology."
17-2112,35.07,46.96,58.86,70.75,17-2112.00,Industrial Engineers,"Design, develop, test, and evaluate integrated systems for managing industrial production processes, including human work factors, quality control, inventory control, logistics and material flow, cost analysis, and production coordination."
17-2121,34.56,39.25,43.93,48.62,17-2121.02,Marine Architects,"Design and oversee construction and repair of marine craft and floating structures such as ships, barges, tugs, dredges, submarines, torpedoes, floats, and buoys. May confer with marine engineers."
17-2121,34.56,39.25,43.93,48.62,17-2121.01,Marine Engineers,"Design, develop, and take responsibility for the installation of ship machinery and related equipment including propulsion machines and power supply systems."
17-2121,34.56,39.25,43.93,48.62,17-2121.00,Marine Engineers and Naval Architects,"Design, develop, and evaluate the operation of marine vessels, ship machinery, and related equipment, such as power supply and propulsion systems."
17-2131,44.71,54.12,63.53,72.94,17-2131.00,Materials Engineers,"Evaluate materials and develop machinery and processes to manufacture materials for use in products that must meet specialized design and performance specifications. Develop new uses for known materials. Includes those engineers working with composite materials or specializing in one type of material, such as graphite, metal and metal alloys, ceramics and glass, plastics and polymers, and naturally occurring materials. Includes metallurgists and metallurgical engineers, ceramic engineers, and welding engineers."
17-2141,36.29,50.07,63.85,77.63,17-2141.02,Automotive Engineers,"Develop new or improved designs for vehicle structural members, engines, transmissions, or other vehicle systems, using computer-assisted design technology. Direct building, modification, or testing of vehicle or components."
17-2141,36.29,50.07,63.85,77.63,17-2141.01,Fuel Cell Engineers,"Design, evaluate, modify, or construct fuel cell components or systems for transportation, stationary, or portable applications."
17-2141,36.29,50.07,63.85,77.63,17-2141.00,Mechanical Engineers,"Perform engineering duties in planning and designing tools, engines, machines, and other mechanically functioning equipment. Oversee installation, operation, maintenance, and repair of equipment such as centralized heat, gas, water, and steam systems."
17-2151,55.92,65.08,74.24,83.40,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers","Conduct sub-surface surveys to identify the characteristics of potential land or mining development sites. May specify the ground support systems, processes and equipment for safe, economical, and environmentally sound extraction or underground construction activities. May inspect areas for unsafe geological conditions, equipment, and working conditions. May design, implement, and coordinate mine safety programs."
17-2161,44.97,51.98,58.99,66.00,17-2161.00,Nuclear Engineers,"Conduct research on nuclear engineering projects or apply principles and theory of nuclear science to problems concerned with release, control, and use of nuclear energy and nuclear waste disposal."
17-2171,51.85,64.03,76.21,88.39,17-2171.00,Petroleum Engineers,Devise methods to improve oil and gas extraction and production and determine the need for new or modified tool designs. Oversee drilling and offer technical advice.
17-2199,23.41,38.53,53.65,68.77,17-2199.11,Solar Energy Systems Engineers,"Perform site-specific engineering analysis or evaluation of energy efficiency and solar projects involving residential, commercial, or industrial customers. Design solar domestic hot water and space heating systems for new and existing structures, applying knowledge of structural energy requirements, local climates, solar technology, and thermodynamics."
17-2199,23.41,38.53,53.65,68.77,17-2199.10,Wind Energy Engineers,Design underground or overhead wind farm collector systems and prepare and develop site specifications.
17-2199,23.41,38.53,53.65,68.77,17-2199.09,Nanosystems Engineers,"Design, develop, or supervise the production of materials, devices, or systems of unique molecular or macromolecular composition, applying principles of nanoscale physics and electrical, chemical, or biological engineering."
17-2199,23.41,38.53,53.65,68.77,17-2199.08,Robotics Engineers,"Research, design, develop, or test robotic applications."
17-2199,23.41,38.53,53.65,68.77,17-2199.07,Photonics Engineers,"Design technologies specializing in light information or light energy, such as laser or fiber optics technology."
17-2199,23.41,38.53,53.65,68.77,17-2199.06,Microsystems Engineers,"Research, design, develop, or test microelectromechanical systems (MEMS) devices."
17-2199,23.41,38.53,53.65,68.77,17-2199.05,Mechatronics Engineers,"Research, design, develop, or test automation, intelligent systems, smart devices, or industrial systems control."
17-2199,23.41,38.53,53.65,68.77,17-2199.04,Manufacturing Engineers,"Design, integrate, or improve manufacturing systems or related processes. May work with commercial or industrial designers to refine product designs to increase producibility and decrease costs."
17-2199,23.41,38.53,53.65,68.77,17-2199.03,Energy Engineers,"Design, develop, or evaluate energy-related projects or programs to reduce energy costs or improve energy efficiency during the designing, building, or remodeling stages of construction. May specialize in electrical systems; heating, ventilation, and air-conditioning (HVAC) systems; green buildings; lighting; air quality; or energy procurement."
17-2199,23.41,38.53,53.65,68.77,17-2199.02,Validation Engineers,"Design or plan protocols for equipment or processes to produce products meeting internal and external purity, safety, and quality requirements."
17-2199,23.41,38.53,53.65,68.77,17-2199.01,Biochemical Engineers,"Develop usable, tangible products, using knowledge of biology, chemistry, or engineering. Solve problems related to materials, systems, or processes that interact with humans, plants, animals, microorganisms, or biological materials."
17-2199,23.41,38.53,53.65,68.77,17-2199.00,"Engineers, All Other",All engineers not listed separately.
17-3011,22.06,27.04,32.01,36.99,17-3011.02,Civil Drafters,"Prepare drawings and topographical and relief maps used in civil engineering projects, such as highways, bridges, pipelines, flood control projects, and water and sewerage control systems."
17-3011,22.06,27.04,32.01,36.99,17-3011.01,Architectural Drafters,Prepare detailed drawings of architectural designs and plans for buildings and structures according to specifications provided by architect.
17-3011,22.06,27.04,32.01,36.99,17-3011.00,Architectural and Civil Drafters,"Prepare detailed drawings of architectural and structural features of buildings or drawings and topographical relief maps used in civil engineering projects, such as highways, bridges, and public works. Use knowledge of building materials, engineering practices, and mathematics to complete drawings."
17-3012,21.76,30.27,38.77,47.28,17-3012.02,Electrical Drafters,"Develop specifications and instructions for installation of voltage transformers, overhead or underground cables, and related electrical equipment used to conduct electrical energy from transmission lines or high-voltage distribution lines to consumers."
17-3012,21.76,30.27,38.77,47.28,17-3012.01,Electronic Drafters,"Draw wiring diagrams, circuit board assembly diagrams, schematics, and layout drawings used for manufacture, installation, and repair of electronic equipment."
17-3012,21.76,30.27,38.77,47.28,17-3012.00,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment."
17-3013,26.97,33.79,40.61,47.43,17-3013.00,Mechanical Drafters,"Prepare detailed working diagrams of machinery and mechanical devices, including dimensions, fastening methods, and other engineering information."
17-3019,23.10,30.59,38.09,45.58,17-3019.00,"Drafters, All Other",All drafters not listed separately.
17-3021,26.98,36.10,45.22,54.34,17-3021.00,Aerospace Engineering and Operations Technicians,"Operate, install, calibrate, and maintain integrated computer/communications systems, consoles, simulators, and other data acquisition, test, and measurement instruments and equipment, which are used to launch, track, position, and evaluate air and space vehicles. May record and interpret test data."
17-3022,19.90,26.69,33.48,40.27,17-3022.00,Civil Engineering Technicians,"Apply theory and principles of civil engineering in planning, designing, and overseeing construction and maintenance of structures and facilities under the direction of engineering staff or physical scientists."
17-3023,29.93,36.76,43.58,50.41,17-3023.03,Electrical Engineering Technicians,Test or modify developmental or operational electrical machinery or electrical control equipment and circuitry in industrial or commercial plants or laboratories. Usually work under direction of engineers or technologists.
17-3023,29.93,36.76,43.58,50.41,17-3023.01,Electronics Engineering Technicians,"Lay out, build, test, troubleshoot, repair, and modify developmental and production electronic components, parts, equipment, and systems, such as computer equipment, missile control instrumentation, electron tubes, test equipment, and machine tool numerical controls, applying principles and theories of electronics, electrical circuitry, engineering mathematics, electronic and electrical testing, and physics. Usually work under direction of engineering staff."
17-3023,29.93,36.76,43.58,50.41,17-3023.00,Electrical and Electronic Engineering Technicians,"Apply electrical and electronic theory and related knowledge, usually under the direction of engineering staff, to design, build, repair, calibrate, and modify electrical components, circuitry, controls, and machinery for subsequent evaluation and use by engineering staff in making engineering design decisions."
17-3024,21.43,28.19,34.94,41.70,17-3024.01,Robotics Technicians,"Build, install, test, or maintain robotic equipment or related automated production systems."
17-3024,21.43,28.19,34.94,41.70,17-3024.00,Electro-Mechanical Technicians,"Operate, test, maintain, or calibrate unmanned, automated, servo-mechanical, or electromechanical equipment. May operate unmanned submarines, aircraft, or other equipment at worksites, such as oil rigs, deep ocean exploration, or hazardous waste removal. May assist engineers in testing and designing robotics equipment."
17-3025,17.21,23.96,30.71,37.46,17-3025.00,Environmental Engineering Technicians,"Apply theory and principles of environmental engineering to modify, test, and operate equipment and devices used in the prevention, control, and remediation of environmental problems, including waste treatment and site remediation, under the direction of engineering staff or scientist. May assist in the development of environmental remediation devices."
17-3026,24.41,29.96,35.50,41.05,17-3026.00,Industrial Engineering Technicians,"Apply engineering theory and principles to problems of industrial layout or manufacturing production, usually under the direction of engineering staff. May perform time and motion studies on worker operations in a variety of industries for purposes such as establishing standard production rates or improving efficiency."
17-3027,17.84,25.62,33.41,41.19,17-3027.01,Automotive Engineering Technicians,"Assist engineers in determining the practicality of proposed product design changes and plan and carry out tests on experimental test devices or equipment for performance, durability, or efficiency."
17-3027,17.84,25.62,33.41,41.19,17-3027.00,Mechanical Engineering Technicians,"Apply theory and principles of mechanical engineering to modify, develop, test, or calibrate machinery and equipment under direction of engineering staff or physical scientists."
17-3029,33.80,37.42,41.05,44.67,17-3029.12,Nanotechnology Engineering Technicians,"Operate commercial-scale production equipment to produce, test, or modify materials, devices, or systems of molecular or macromolecular composition. Work under the supervision of engineering staff."
17-3029,33.80,37.42,41.05,44.67,17-3029.11,Nanotechnology Engineering Technologists,"Implement production processes for nanoscale designs to produce or modify materials, devices, or systems of unique molecular or macromolecular composition. Operate advanced microscopy equipment to manipulate nanoscale objects. Work under the supervision of nanoengineering staff."
17-3029,33.80,37.42,41.05,44.67,17-3029.10,Fuel Cell Technicians,"Install, operate, or maintain integrated fuel cell systems in transportation, stationary, or portable applications."
17-3029,33.80,37.42,41.05,44.67,17-3029.09,Manufacturing Production Technicians,"Set up, test, and adjust manufacturing machinery or equipment, using any combination of electrical, electronic, mechanical, hydraulic, pneumatic, or computer technologies."
17-3029,33.80,37.42,41.05,44.67,17-3029.08,Photonics Technicians,"Build, install, test, or maintain optical or fiber optic equipment, such as lasers, lenses, or mirrors, using spectrometers, interferometers, or related equipment."
17-3029,33.80,37.42,41.05,44.67,17-3029.07,Mechanical Engineering Technologists,"Assist mechanical engineers in such activities as generation, transmission, or use of mechanical or fluid energy. Prepare layouts of machinery or equipment or plan the flow of work. May conduct statistical studies or analyze production costs."
17-3029,33.80,37.42,41.05,44.67,17-3029.06,Manufacturing Engineering Technologists,"Develop tools, implement designs, or integrate machinery, equipment, or computer technologies to ensure effective manufacturing processes."
17-3029,33.80,37.42,41.05,44.67,17-3029.05,Industrial Engineering Technologists,"Assist industrial engineers in such activities as quality control, inventory control, or material flow methods. May conduct statistical studies or analyze production costs."
17-3029,33.80,37.42,41.05,44.67,17-3029.04,Electronics Engineering Technologists,Assist electronics engineers in such activities as electronics systems and instrumentation design or digital signal processing.
17-3029,33.80,37.42,41.05,44.67,17-3029.03,Electromechanical Engineering Technologists,"Assist electromechanical engineers in such activities as computer-based process control, instrumentation, or machine design. May prepare layouts of machinery or equipment, plan the flow of work, conduct statistical studies, or analyze production costs."
17-3029,33.80,37.42,41.05,44.67,17-3029.02,Electrical Engineering Technologists,"Assist electrical engineers in such activities as process control, electrical power distribution, or instrumentation design. May prepare layouts of electrical transmission or distribution systems, supervise the flow of work, estimate project costs, or participate in research studies."
17-3029,33.80,37.42,41.05,44.67,17-3029.01,Non-Destructive Testing Specialists,"Test the safety of structures, vehicles, or vessels using x-ray, ultrasound, fiber optic or related equipment."
17-3029,33.80,37.42,41.05,44.67,17-3029.00,"Engineering Technicians, Except Drafters, All Other","All engineering technicians, except drafters, not listed separately."
17-3031,16.99,21.38,25.77,30.16,17-3031.02,Mapping Technicians,"Calculate mapmaking information from field notes, and draw and verify accuracy of topographical maps."
17-3031,16.99,21.38,25.77,30.16,17-3031.01,Surveying Technicians,"Adjust and operate surveying instruments, such as the theodolite and electronic distance-measuring equipment, and compile notes, make sketches and enter data into computers."
17-3031,16.99,21.38,25.77,30.16,17-3031.00,Surveying and Mapping Technicians,"Perform surveying and mapping duties, usually under the direction of an engineer, surveyor, cartographer, or photogrammetrist to obtain data used for construction, mapmaking, boundary location, mining, or other purposes. May calculate mapmaking information and create maps from source data, such as surveying notes, aerial photography, satellite data, or other maps to show topographical features, political boundaries, and other features. May verify accuracy and completeness of maps."
19-1011,27.14,32.87,38.60,44.33,19-1011.00,Animal Scientists,"Conduct research in the genetics, nutrition, reproduction, growth, and development of domestic farm animals."
19-1012,39.45,47.83,56.20,64.58,19-1012.00,Food Scientists and Technologists,"Use chemistry, microbiology, engineering, and other sciences to study the principles underlying the processing and deterioration of foods; analyze food content to determine levels of vitamins, fat, sugar, and protein; discover new food sources; research ways to make processed foods safe, palatable, and healthful; and apply food science knowledge to determine best ways to process, package, preserve, store, and distribute food."
19-1013,27.66,41.79,55.91,70.04,19-1013.00,Soil and Plant Scientists,"Conduct research in breeding, physiology, production, yield, and management of crops and agricultural plants or trees, shrubs, and nursery stock, their growth in soils, and control of pests; or study the chemical, physical, biological, and mineralogical composition of soils as they relate to plant or crop growth. May classify and map soils and investigate effects of alternative practices on soil and crop productivity."
19-1021,35.44,46.75,58.07,69.38,19-1021.00,Biochemists and Biophysicists,"Study the chemical composition or physical principles of living cells and organisms, their electrical and mechanical energy, and related phenomena. May conduct research to further understanding of the complex chemical combinations and reactions involved in metabolism, reproduction, growth, and heredity. May determine the effects of foods, drugs, serums, hormones, and other substances on tissues and vital processes of living organisms."
19-1022,22.72,34.01,45.29,56.58,19-1022.00,Microbiologists,"Investigate the growth, structure, development, and other characteristics of microscopic organisms, such as bacteria, algae, or fungi. Includes medical microbiologists who study the relationship between organisms and disease or the effects of antibiotics on microorganisms."
19-1023,19.38,29.11,38.84,48.57,19-1023.00,Zoologists and Wildlife Biologists,"Study the origins, behavior, diseases, genetics, and life processes of animals and wildlife. May specialize in wildlife research and management. May collect and analyze biological data to determine the environmental effects of present and potential use of land and water habitats."
19-1029,29.78,38.56,47.34,56.12,19-1029.03,Geneticists,"Research and study the inheritance of traits at the molecular, organism or population level. May evaluate or treat patients with genetic disorders."
19-1029,29.78,38.56,47.34,56.12,19-1029.02,Molecular and Cellular Biologists,Research and study cellular molecules and organelles to understand cell function and organization.
19-1029,29.78,38.56,47.34,56.12,19-1029.01,Bioinformatics Scientists,"Conduct research using bioinformatics theory and methods in areas such as pharmaceuticals, medical technology, biotechnology, computational biology, proteomics, computer information science, biology and medical informatics. May design databases and develop algorithms for processing and analyzing genomic information, or other biological information."
19-1029,29.78,38.56,47.34,56.12,19-1029.00,"Biological Scientists, All Other",All biological scientists not listed separately.
19-1031,34.31,38.52,42.73,46.94,19-1031.03,Park Naturalists,"Plan, develop, and conduct programs to inform public of historical, natural, and scientific features of national, state, or local park."
19-1031,34.31,38.52,42.73,46.94,19-1031.02,Range Managers,"Research or study range land management practices to provide sustained production of forage, livestock, and wildlife."
19-1031,34.31,38.52,42.73,46.94,19-1031.01,Soil and Water Conservationists,"Plan or develop coordinated practices for soil erosion control, soil or water conservation, or sound land use."
19-1031,34.31,38.52,42.73,46.94,19-1031.00,Conservation Scientists,"Manage, improve, and protect natural resources to maximize their use without damaging the environment. May conduct soil surveys and develop plans to eliminate soil erosion or to protect rangelands. May instruct farmers, agricultural production managers, or ranchers in best ways to use crop rotation, contour plowing, or terracing to conserve soil and water; in the number and kind of livestock and forage plants best suited to particular ranges; and in range and farm improvements, such as fencing and reservoirs for stock watering."
19-1032,28.20,33.63,39.06,44.49,19-1032.00,Foresters,"Manage public and private forested lands for economic, recreational, and conservation purposes. May inventory the type, amount, and location of standing timber, appraise the timbers worth, negotiate the purchase, and draw up contracts for procurement. May determine how to conserve wildlife habitats, creek beds, water quality, and soil stability, and how best to comply with environmental regulations. May devise plans for planting and growing new trees, monitor trees for healthy growth, and determine optimal harvesting schedules."
19-1041,16.70,28.81,40.92,53.03,19-1041.00,Epidemiologists,"Investigate and describe the determinants and distribution of disease, disability, or health outcomes. May develop the means for prevention and control."
19-1042,34.29,49.77,65.25,80.73,19-1042.00,"Medical Scientists, Except Epidemiologists","Conduct research dealing with the understanding of human diseases and the improvement of human health. Engage in clinical investigation, research and development, or other related activities. Includes physicians, dentists, public health specialists, pharmacologists, and medical pathologists who primarily conduct research."
19-1099,33.41,46.08,58.76,71.43,19-1099.00,"Life Scientists, All Other",All life scientists not listed separately.
19-2011,51.14,72.79,94.44,116.09,19-2011.00,Astronomers,"Observe, research, and interpret astronomical phenomena to increase basic knowledge or apply such information to practical problems."
19-2012,NOPE,NOPE,NOPE,NOPE,19-2012.00,Physicists,"Conduct research into physical phenomena, develop theories on the basis of observation and experiments, and devise methods to apply physical laws and theories."
19-2021,43.70,53.15,62.61,72.06,19-2021.00,Atmospheric and Space Scientists,"Investigate atmospheric phenomena and interpret meteorological data, gathered by surface and air stations, satellites, and radar to prepare reports and forecasts for public and other uses. Includes weather analysts and forecasters whose functions require the detailed knowledge of meteorology."
19-2031,27.75,37.68,47.62,57.55,19-2031.00,Chemists,Conduct qualitative and quantitative chemical analyses or experiments in laboratories for quality or process control or to develop new products or knowledge.
19-2032,41.90,57.65,73.39,89.14,19-2032.00,Materials Scientists,"Research and study the structures and chemical properties of various natural and synthetic or composite materials, including metals, alloys, rubber, ceramics, semiconductors, polymers, and glass. Determine ways to strengthen or combine materials or develop new materials with new or specific properties for use in a variety of products and applications. Includes glass scientists, ceramic scientists, metallurgical scientists, and polymer scientists."
19-2041,21.39,30.63,39.87,49.11,19-2041.03,Industrial Ecologists,Apply principles and processes of natural ecosystems to develop models for efficient industrial systems. Use knowledge from the physical and social sciences to maximize effective use of natural resources in the production and use of goods and services. Examine societal issues and their relationship with both technical systems and the environment.
19-2041,21.39,30.63,39.87,49.11,19-2041.02,Environmental Restoration Planners,"Collaborate with field and biology staff to oversee the implementation of restoration projects and to develop new products. Process and synthesize complex scientific data into practical strategies for restoration, monitoring or management."
19-2041,21.39,30.63,39.87,49.11,19-2041.01,Climate Change Analysts,"Research and analyze policy developments related to climate change. Make climate-related recommendations for actions such as legislation, awareness campaigns, or fundraising approaches."
19-2041,21.39,30.63,39.87,49.11,19-2041.00,"Environmental Scientists and Specialists, Including Health","Conduct research or perform investigation for the purpose of identifying, abating, or eliminating sources of pollutants or hazards that affect either the environment or the health of the population. Using knowledge of various scientific disciplines, may collect, synthesize, study, report, and recommend action based on data derived from measurements or observations of air, food, soil, water, and other sources."
19-2042,41.46,51.13,60.81,70.48,19-2042.00,"Geoscientists, Except Hydrologists and Geographers","Study the composition, structure, and other physical aspects of the Earth. May use geological, physics, and mathematics knowledge in exploration for oil, gas, minerals, or underground water; or in waste disposal, land reclamation, or other environmental problems. May study the Earths internal composition, atmospheres, oceans, and its magnetic, electrical, and gravitational forces. Includes mineralogists, crystallographers, paleontologists, stratigraphers, geodesists, and seismologists."
19-2043,38.24,45.11,51.98,58.85,19-2043.00,Hydrologists,"Research the distribution, circulation, and physical properties of underground and surface waters; and study the form and intensity of precipitation, its rate of infiltration into the soil, movement through the earth, and its return to the ocean and atmosphere."
19-2099,NOPE,NOPE,NOPE,NOPE,19-2099.01,Remote Sensing Scientists and Technologists,"Apply remote sensing principles and methods to analyze data and solve problems in areas such as natural resource management, urban planning, or homeland security. May develop new sensor systems, analytical techniques, or new applications for existing systems."
19-2099,NOPE,NOPE,NOPE,NOPE,19-2099.00,"Physical Scientists, All Other",All physical scientists not listed separately.
19-3011,31.79,57.70,83.61,109.52,19-3011.01,Environmental Economists,"Conduct economic analysis related to environmental protection and use of the natural environment, such as water, air, land, and renewable energy resources. Evaluate and quantify benefits, costs, incentives, and impacts of alternative options using economic principles and statistical techniques."
19-3011,31.79,57.70,83.61,109.52,19-3011.00,Economists,"Conduct research, prepare reports, or formulate plans to address economic problems related to the production and distribution of goods and services or monetary and fiscal policy. May collect and process economic and statistical data using sampling techniques and econometric methods."
19-3022,25.70,41.02,56.35,71.67,19-3022.00,Survey Researchers,"Plan, develop, or conduct surveys. May analyze and interpret the meaning of survey data, determine survey objectives, or suggest or test question wording. Includes social scientists who primarily design questionnaires or supervise survey teams."
19-3031,34.94,36.57,38.20,39.83,19-3031.03,Counseling Psychologists,"Assess and evaluate individuals problems through the use of case history, interview, and observation and provide individual or group counseling services to assist individuals in achieving more effective personal, social, educational, and vocational development and adjustment."
19-3031,34.94,36.57,38.20,39.83,19-3031.02,Clinical Psychologists,"Diagnose or evaluate mental and emotional disorders of individuals through observation, interview, and psychological tests, and formulate and administer programs of treatment."
19-3031,34.94,36.57,38.20,39.83,19-3031.01,School Psychologists,Investigate processes of learning and teaching and develop psychological principles and techniques applicable to educational problems.
19-3031,34.94,36.57,38.20,39.83,19-3031.00,"Clinical, Counseling, and School Psychologists","Diagnose and treat mental disorders; learning disabilities; and cognitive, behavioral, and emotional problems, using individual, child, family, and group therapies. May design and implement behavior modification programs."
19-3032,39.92,66.82,93.71,120.61,19-3032.00,Industrial-Organizational Psychologists,"Apply principles of psychology to human resources, administration, management, sales, and marketing problems. Activities may include policy planning; employee testing and selection, training and development; and organizational development and analysis. May work with management to organize the work setting to improve worker productivity."
19-3039,41.15,52.92,64.70,76.47,19-3039.01,Neuropsychologists and Clinical Neuropsychologists,Apply theories and principles of neuropsychology to diagnose and treat disorders of higher cerebral functioning.
19-3039,41.15,52.92,64.70,76.47,19-3039.00,"Psychologists, All Other",All psychologists not listed separately.
19-3041,27.26,34.92,42.58,50.24,19-3041.00,Sociologists,"Study human society and social behavior by examining the groups and social institutions that people form, as well as various social, religious, political, and business organizations. May study the behavior and interaction of groups, trace their origin and growth, and analyze the influence of group activities on individual members."
19-3051,27.50,33.94,40.39,46.83,19-3051.00,Urban and Regional Planners,"Develop comprehensive plans and programs for use of land and physical facilities of jurisdictions, such as towns, cities, counties, and metropolitan areas."
